hh_id,Category,Loyal_HH_count,Price_Sensitive_count,Convenience_Leaning_count,Health_Conscious_count,Quality_Concerned_count
2118,Bakery,1,0,1,0,0
2120,Bakery,0,0,0,0,0
2122,Bakery,0,0,0,1,1
2133,Bakery,0,1,1,0,0
2134,Bakery,0,0,0,0,0
2138,Bakery,1,0,0,0,0
2162,Bakery,0,0,0,0,0
2167,Bakery,0,0,0,1,1
2180,Bakery,0,0,1,0,0
2181,Bakery,0,1,1,0,0
2186,Bakery,0,1,0,0,0
2271,Bakery,1,0,0,0,0
2284,Bakery,0,0,0,0,0
2305,Bakery,0,0,0,0,0
2323,Bakery,0,1,1,0,0
2355,Bakery,1,0,1,0,0
2356,Bakery,1,1,1,0,0
2359,Bakery,1,1,1,0,0
2400,Bakery,1,1,0,0,0
2408,Bakery,1,0,0,0,0
2413,Bakery,1,0,0,0,0
2424,Bakery,0,0,0,1,1
2426,Bakery,1,1,1,0,0
2444,Bakery,0,1,0,0,0
2463,Bakery,1,1,0,0,0
2469,Bakery,0,1,0,0,0
2470,Bakery,0,0,1,0,0
2504,Bakery,0,0,0,1,1
2505,Bakery,0,0,1,0,0
2522,Bakery,0,0,0,0,0
2526,Bakery,1,0,0,0,0
2535,Bakery,0,1,1,0,0
2550,Bakery,0,0,0,0,0
2587,Bakery,0,0,0,0,0
2589,Bakery,0,0,1,0,0
2590,Bakery,0,0,0,0,0
2614,Bakery,1,1,1,0,0
2620,Bakery,1,0,1,0,0
2655,Bakery,1,1,0,0,0
2662,Bakery,1,1,0,0,0
2665,Bakery,0,0,0,0,0
2668,Bakery,0,0,0,0,0
2680,Bakery,1,0,0,1,1
2687,Bakery,0,0,0,0,0
2699,Bakery,1,1,0,1,1
2706,Bakery,0,0,1,0,1
2722,Bakery,1,0,0,1,1
2726,Bakery,1,1,0,0,0
2729,Bakery,1,0,0,1,0
2752,Bakery,0,0,0,0,0
2754,Bakery,0,0,0,0,0
2759,Bakery,1,0,1,1,1
2775,Bakery,0,0,0,0,0
2779,Bakery,1,0,0,1,0
2782,Bakery,1,0,0,1,1
2783,Bakery,1,0,0,0,1
2795,Bakery,0,1,1,0,0
2805,Bakery,1,0,0,1,0
2807,Bakery,0,0,1,0,0
2815,Bakery,0,0,0,0,0
2816,Bakery,1,0,0,0,0
2819,Bakery,1,0,1,0,0
2823,Bakery,0,0,0,1,1
2825,Bakery,1,0,1,0,0
2826,Bakery,0,0,0,0,0
2830,Bakery,0,1,0,0,0
2835,Bakery,0,0,0,0,0
2845,Bakery,1,0,1,0,0
2851,Bakery,1,0,0,1,0
2861,Bakery,0,0,0,0,0
2869,Bakery,0,1,1,0,0
2882,Bakery,0,0,0,0,0
2891,Bakery,1,0,1,0,0
2914,Bakery,0,0,0,0,0
2918,Bakery,1,0,0,0,0
2923,Bakery,1,0,1,0,0
2928,Bakery,0,0,0,0,0
2962,Bakery,1,1,1,0,0
2967,Bakery,0,1,0,0,0
2976,Bakery,1,0,0,1,0
2984,Bakery,0,1,0,0,0
2986,Bakery,1,1,1,0,0
2987,Bakery,0,0,0,0,0
2993,Bakery,0,0,0,0,0
2995,Bakery,1,0,1,1,0
3004,Bakery,0,0,1,0,0
3010,Bakery,1,0,1,0,0
3028,Bakery,1,1,1,0,0
3035,Bakery,0,0,0,0,0
3038,Bakery,1,1,0,0,0
3064,Bakery,0,0,1,0,0
3065,Bakery,0,1,1,0,0
3075,Bakery,0,0,0,0,0
3086,Bakery,1,0,0,0,0
3094,Bakery,1,1,0,0,0
3102,Bakery,0,0,0,1,1
3111,Bakery,1,0,1,0,0
3114,Bakery,1,0,0,1,1
3127,Bakery,0,0,1,0,0
3132,Bakery,1,0,1,0,0
3135,Bakery,0,1,1,0,0
3150,Bakery,1,0,0,0,0
3158,Bakery,1,1,1,0,0
3164,Bakery,1,1,0,0,0
3177,Bakery,1,0,1,0,0
3178,Bakery,0,0,0,0,0
3179,Bakery,0,0,0,0,1
3185,Bakery,1,0,0,1,1
3194,Bakery,0,0,0,0,0
3211,Bakery,1,1,1,0,0
3215,Bakery,0,0,0,0,0
3224,Bakery,1,0,1,0,0
3235,Bakery,0,1,0,0,0
3239,Bakery,0,0,0,0,0
3246,Bakery,0,1,1,0,0
3255,Bakery,1,1,1,0,0
3278,Bakery,1,1,0,1,0
3282,Bakery,1,1,1,0,0
3299,Bakery,1,0,1,0,0
3313,Bakery,1,0,1,0,0
3322,Bakery,0,0,0,0,0
3340,Bakery,0,0,0,0,0
3344,Bakery,1,0,0,0,1
3352,Bakery,1,0,0,0,0
3360,Bakery,0,0,0,0,0
3364,Bakery,1,1,1,0,0
3373,Bakery,0,0,0,0,0
3375,Bakery,0,0,0,0,0
3380,Bakery,0,0,1,0,0
3388,Bakery,0,0,1,0,0
3409,Bakery,0,0,0,1,0
3415,Bakery,1,0,1,0,0
3420,Bakery,1,1,0,0,1
3442,Bakery,0,1,1,0,0
3446,Bakery,1,0,0,0,0
3467,Bakery,0,0,0,0,0
3480,Bakery,0,0,0,1,1
3494,Bakery,1,1,1,0,0
3496,Bakery,1,1,0,0,0
3507,Bakery,1,1,1,0,0
3518,Bakery,0,0,0,0,0
3532,Bakery,0,0,0,0,0
3533,Bakery,1,1,1,0,0
3541,Bakery,0,0,1,0,0
3544,Bakery,1,1,0,0,0
3549,Bakery,1,0,0,1,1
3559,Bakery,0,0,1,0,0
3580,Bakery,0,1,0,0,0
3581,Bakery,0,0,0,0,0
3596,Bakery,0,0,1,0,0
3598,Bakery,0,0,0,0,0
3600,Bakery,0,0,0,0,1
3605,Bakery,0,1,1,0,0
3617,Bakery,1,0,0,0,1
3669,Bakery,1,0,0,0,0
3674,Bakery,0,1,0,0,0
3718,Bakery,1,1,1,0,0
3744,Bakery,0,0,1,0,0
3755,Bakery,1,0,1,0,0
3772,Bakery,1,0,0,1,0
3821,Bakery,0,1,1,0,0
3830,Bakery,1,0,1,0,0
3853,Bakery,1,1,1,0,0
3866,Bakery,0,1,1,0,0
3884,Bakery,0,1,0,0,0
3892,Bakery,0,0,1,0,0
3894,Bakery,1,1,1,0,0
3903,Bakery,1,0,1,0,0
3920,Bakery,0,0,0,0,0
3941,Bakery,0,0,1,0,0
3947,Bakery,0,0,0,0,0
3952,Bakery,0,0,1,0,0
3954,Bakery,1,0,1,0,0
3961,Bakery,1,1,1,0,0
3977,Bakery,1,0,1,0,0
3997,Bakery,1,0,0,0,0
4001,Bakery,1,1,1,0,0
4003,Bakery,0,0,1,0,0
4014,Bakery,1,0,0,0,0
4024,Bakery,1,1,1,0,0
4034,Bakery,1,1,1,0,0
4036,Bakery,1,1,0,0,0
4040,Bakery,0,0,0,0,0
4042,Bakery,0,1,0,0,0
4045,Bakery,0,0,1,0,0
4048,Bakery,0,1,0,0,0
4051,Bakery,0,1,0,0,0
4061,Bakery,1,1,1,0,0
4070,Bakery,1,0,1,0,0
4076,Bakery,0,1,0,0,0
4082,Bakery,0,0,0,0,0
4086,Bakery,0,0,0,0,0
4099,Bakery,1,0,1,0,0
4105,Bakery,0,1,0,0,0
4117,Bakery,0,0,0,1,0
4122,Bakery,0,1,0,0,0
4124,Bakery,1,0,0,1,1
4136,Bakery,0,0,1,0,0
4140,Bakery,0,1,1,0,0
4149,Bakery,1,1,0,0,0
4151,Bakery,1,1,1,0,0
4156,Bakery,1,0,0,0,1
4158,Bakery,0,1,0,0,0
4163,Bakery,0,0,0,0,0
4169,Bakery,1,0,1,0,0
4171,Bakery,1,0,0,0,0
4187,Bakery,1,1,0,0,0
4199,Bakery,1,1,1,0,0
4209,Bakery,0,1,1,0,0
4211,Bakery,0,0,0,0,0
4215,Bakery,1,0,1,0,0
4227,Bakery,1,0,1,1,1
4244,Bakery,1,0,1,0,0
4245,Bakery,1,0,0,1,1
4247,Bakery,1,0,1,0,0
4249,Bakery,0,1,0,0,0
4251,Bakery,0,1,1,0,0
4260,Bakery,1,0,1,0,0
4264,Bakery,0,0,0,0,0
4274,Bakery,0,1,0,0,0
4285,Bakery,0,0,0,0,0
4289,Bakery,1,0,1,0,0
4303,Bakery,0,0,0,0,1
4311,Bakery,1,1,1,0,0
4320,Bakery,1,1,1,0,0
4329,Bakery,1,0,1,0,0
4336,Bakery,1,0,0,0,1
4366,Bakery,1,0,0,0,0
4413,Bakery,0,0,0,0,0
4419,Bakery,0,0,0,0,0
4431,Bakery,1,0,1,0,1
4436,Bakery,0,0,0,0,0
4460,Bakery,1,0,1,0,0
4461,Bakery,1,0,1,0,0
4480,Bakery,1,1,1,0,0
4482,Bakery,1,0,0,0,0
4485,Bakery,1,1,1,0,0
4499,Bakery,0,0,1,0,0
4500,Bakery,1,1,1,0,0
4512,Bakery,1,0,0,0,0
4513,Bakery,1,1,0,0,0
4515,Bakery,1,0,1,0,0
4516,Bakery,1,0,0,1,1
4519,Bakery,0,0,0,0,0
4533,Bakery,0,0,0,0,0
4550,Bakery,1,1,1,0,0
4569,Bakery,1,0,0,1,1
4594,Bakery,0,0,0,0,0
4600,Bakery,0,0,0,0,0
4609,Bakery,0,0,1,0,0
4612,Bakery,1,1,0,0,0
4614,Bakery,0,0,1,0,0
4615,Bakery,0,1,0,0,0
4620,Bakery,0,1,1,0,0
4630,Bakery,1,0,1,0,1
4633,Bakery,0,0,0,0,0
4677,Bakery,1,0,0,0,1
4679,Bakery,1,0,1,0,0
4690,Bakery,0,0,0,0,0
4692,Bakery,0,0,0,1,1
4694,Bakery,1,1,1,0,1
4700,Bakery,1,0,0,0,0
4715,Bakery,0,0,1,0,0
4723,Bakery,0,0,0,0,0
4728,Bakery,0,0,0,0,0
4730,Bakery,1,0,0,0,0
4741,Bakery,1,0,0,1,1
4744,Bakery,1,0,0,0,0
4749,Bakery,0,0,1,0,0
4771,Bakery,1,0,0,0,0
4777,Bakery,0,0,1,0,0
4790,Bakery,0,0,0,0,0
4794,Bakery,0,0,1,0,0
4832,Bakery,0,0,0,0,0
4850,Bakery,0,0,1,0,0
4851,Bakery,0,0,0,0,0
4861,Bakery,1,1,0,0,0
4862,Bakery,1,0,1,0,0
4871,Bakery,0,0,1,0,0
4873,Bakery,1,1,0,0,0
4895,Bakery,1,0,0,1,0
4914,Bakery,0,0,0,0,0
4919,Bakery,0,1,0,0,0
4929,Bakery,0,0,1,0,0
4930,Bakery,0,1,0,0,0
4944,Bakery,1,0,0,1,0
4948,Bakery,1,0,1,0,0
4972,Bakery,0,0,0,0,0
4974,Bakery,0,0,0,0,0
4979,Bakery,1,0,0,0,0
4986,Bakery,0,1,0,0,0
4999,Bakery,0,0,0,1,1
5002,Bakery,0,1,0,0,0
5017,Bakery,0,0,0,0,0
5018,Bakery,0,1,0,0,0
5052,Bakery,0,0,1,0,0
5055,Bakery,0,0,0,0,0
5078,Bakery,1,1,1,0,0
5095,Bakery,1,1,1,0,0
5106,Bakery,0,0,0,1,0
5119,Bakery,1,0,0,1,1
5138,Bakery,1,0,1,0,0
5141,Bakery,1,0,0,0,0
5150,Bakery,0,1,1,0,0
5162,Bakery,0,0,1,0,0
5167,Bakery,0,0,0,1,0
5171,Bakery,1,1,0,0,0
5185,Bakery,1,0,0,0,0
5192,Bakery,0,0,1,0,0
5202,Bakery,0,0,0,0,0
5216,Bakery,0,1,1,0,0
5221,Bakery,0,0,0,0,0
5261,Bakery,0,0,0,0,1
5262,Bakery,0,0,1,0,0
5281,Bakery,1,0,0,1,1
5304,Bakery,1,0,0,1,1
5305,Bakery,0,0,0,0,0
5310,Bakery,0,0,0,0,0
5316,Bakery,1,0,1,1,0
5337,Bakery,1,0,0,1,1
5339,Bakery,0,1,1,0,0
5342,Bakery,1,0,0,1,0
5367,Bakery,0,0,1,0,0
5376,Bakery,0,0,0,0,0
5393,Bakery,0,0,0,0,0
5408,Bakery,1,0,1,0,0
5417,Bakery,0,1,0,0,0
5422,Bakery,0,1,0,1,1
5434,Bakery,0,1,1,0,0
5435,Bakery,0,0,0,0,0
5436,Bakery,1,1,0,0,0
5440,Bakery,0,0,1,0,0
5448,Bakery,1,0,0,0,0
5450,Bakery,0,1,1,0,0
5473,Bakery,0,1,0,0,0
5498,Bakery,0,1,0,0,0
5510,Bakery,0,0,0,0,1
5519,Bakery,0,0,1,0,0
5536,Bakery,0,0,0,0,0
5570,Bakery,1,0,0,0,0
5587,Bakery,0,0,1,0,0
5596,Bakery,0,0,0,0,0
5600,Bakery,1,1,0,0,0
5603,Bakery,1,0,0,0,1
5615,Bakery,0,0,0,0,0
5616,Bakery,0,0,1,0,0
5635,Bakery,0,0,0,0,0
5647,Bakery,0,1,0,0,0
5657,Bakery,1,0,0,1,0
5686,Bakery,0,0,0,0,0
5691,Bakery,0,1,0,0,0
5702,Bakery,0,0,1,0,0
5704,Bakery,1,1,0,0,0
5715,Bakery,0,0,0,0,0
5726,Bakery,1,1,0,0,0
5734,Bakery,0,0,0,0,0
5740,Bakery,1,0,0,1,1
5742,Bakery,1,1,1,0,0
5752,Bakery,1,1,0,0,0
5763,Bakery,0,0,0,0,0
5766,Bakery,1,1,0,0,0
5769,Bakery,1,0,0,1,1
5777,Bakery,0,1,0,0,0
5781,Bakery,1,1,0,0,0
5796,Bakery,1,0,0,0,0
5806,Bakery,0,0,1,0,0
5825,Bakery,0,0,0,0,0
5836,Bakery,1,0,0,0,1
5848,Bakery,1,0,1,0,0
5853,Bakery,0,1,0,0,0
5854,Bakery,1,0,0,1,0
5866,Bakery,0,0,1,0,0
5877,Bakery,1,1,0,0,0
5891,Bakery,1,0,1,0,0
5900,Bakery,1,0,1,0,0
5905,Bakery,1,1,1,0,0
5906,Bakery,1,0,0,0,0
5907,Bakery,1,1,1,0,0
5927,Bakery,0,1,0,0,0
5931,Bakery,1,0,0,0,0
5972,Bakery,0,0,1,0,0
5980,Bakery,0,0,0,0,0
5983,Bakery,0,1,1,0,0
6004,Bakery,1,1,1,0,0
6007,Bakery,0,1,1,0,0
6015,Bakery,1,0,1,0,0
6020,Bakery,0,0,0,0,0
6022,Bakery,0,0,0,0,0
6023,Bakery,1,0,0,0,1
6033,Bakery,0,0,0,1,1
6038,Bakery,1,0,1,0,0
6053,Bakery,1,1,1,0,0
6059,Bakery,1,0,0,1,0
6061,Bakery,1,0,1,0,0
6063,Bakery,0,0,0,0,0
6066,Bakery,0,1,1,0,0
6067,Bakery,0,1,0,0,0
6068,Bakery,1,0,1,0,0
6076,Bakery,1,0,1,1,0
6083,Bakery,0,1,0,0,0
6086,Bakery,1,0,1,0,0
6097,Bakery,0,0,0,0,0
6099,Bakery,1,1,1,0,0
6104,Bakery,0,1,0,1,0
6115,Bakery,0,0,0,0,0
6119,Bakery,0,0,1,0,0
6121,Bakery,1,0,0,0,0
6125,Bakery,1,1,1,0,0
6140,Bakery,1,1,1,0,0
6148,Bakery,1,0,1,0,0
6156,Bakery,1,0,1,0,0
6162,Bakery,1,0,1,0,0
6170,Bakery,1,0,0,1,1
6186,Bakery,1,0,0,0,0
6194,Bakery,1,0,0,0,0
6207,Bakery,1,1,1,0,0
6213,Bakery,0,1,0,0,0
6215,Bakery,0,0,0,0,0
6232,Bakery,1,0,0,1,1
6236,Bakery,0,0,0,0,0
6237,Bakery,0,1,0,0,0
6245,Bakery,1,1,1,1,0
6259,Bakery,0,0,0,1,0
6262,Bakery,1,1,0,0,0
6266,Bakery,1,0,0,0,0
6283,Bakery,1,0,1,0,0
6285,Bakery,1,0,0,0,0
6290,Bakery,0,0,1,0,0
6296,Bakery,0,1,1,0,0
6300,Bakery,1,0,0,0,0
6302,Bakery,1,1,1,0,0
6310,Bakery,1,0,0,0,0
6313,Bakery,0,0,1,0,0
6314,Bakery,1,1,1,0,0
6324,Bakery,0,1,0,0,0
6329,Bakery,1,0,1,0,0
6333,Bakery,1,1,1,0,0
6336,Bakery,0,0,0,0,0
6339,Bakery,1,1,1,0,0
6355,Bakery,0,0,0,0,0
6364,Bakery,0,0,1,0,0
6365,Bakery,1,1,0,0,0
6371,Bakery,1,0,0,1,1
6375,Bakery,0,0,0,0,0
6386,Bakery,0,0,0,0,0
6389,Bakery,1,1,1,0,0
6391,Bakery,1,0,0,0,0
6402,Bakery,1,0,0,0,0
6420,Bakery,1,1,1,0,0
6424,Bakery,1,1,0,1,1
6435,Bakery,0,1,1,0,0
6437,Bakery,1,1,1,0,0
6440,Bakery,0,0,0,0,0
6443,Bakery,1,1,1,0,0
6445,Bakery,1,1,0,0,0
6448,Bakery,1,0,1,0,0
6458,Bakery,1,0,1,0,0
6461,Bakery,1,0,1,0,0
6463,Bakery,1,0,0,1,1
6464,Bakery,1,0,1,0,0
6465,Bakery,1,0,0,1,1
6471,Bakery,1,0,1,0,0
6475,Bakery,1,1,0,0,0
6476,Bakery,1,1,1,0,0
6479,Bakery,1,1,0,0,0
6483,Bakery,0,0,0,0,0
6487,Bakery,0,0,0,0,0
6488,Bakery,0,0,0,1,1
6495,Bakery,1,1,1,0,0
6497,Bakery,0,0,1,0,0
6514,Bakery,0,1,0,0,0
6527,Bakery,0,1,1,0,0
6529,Bakery,1,0,0,0,0
6548,Bakery,0,1,0,0,0
6553,Bakery,1,0,0,0,0
6555,Bakery,1,0,0,1,1
6566,Bakery,1,1,1,0,0
6582,Bakery,0,0,0,0,0
6584,Bakery,1,0,0,0,0
6594,Bakery,0,0,1,0,0
6596,Bakery,1,0,0,0,0
6629,Bakery,1,0,1,0,0
6642,Bakery,1,0,1,0,0
6645,Bakery,0,0,1,0,0
6664,Bakery,1,1,1,0,0
6672,Bakery,0,0,1,0,0
6678,Bakery,1,0,0,0,0
6681,Bakery,0,0,0,0,0
6687,Bakery,1,0,1,0,0
6694,Bakery,0,1,0,0,0
6700,Bakery,1,0,0,0,0
6702,Bakery,0,1,0,0,0
6706,Bakery,0,1,1,0,0
6715,Bakery,0,0,0,0,0
6719,Bakery,1,0,0,0,0
6725,Bakery,1,0,1,0,0
6731,Bakery,1,0,0,0,0
6736,Bakery,1,0,0,1,1
6741,Bakery,0,0,1,0,0
6745,Bakery,0,0,0,0,0
6748,Bakery,0,1,1,0,0
6751,Bakery,0,0,0,0,0
6780,Bakery,1,0,0,0,0
6783,Bakery,1,1,1,0,0
6787,Bakery,1,0,1,0,0
6788,Bakery,0,1,0,0,0
6796,Bakery,1,1,1,0,0
6797,Bakery,1,0,1,0,0
6801,Bakery,0,1,0,0,0
6826,Bakery,1,1,1,0,0
6833,Bakery,0,0,0,0,0
6841,Bakery,1,0,0,0,0
6842,Bakery,1,0,0,1,0
6848,Bakery,1,1,1,0,0
6855,Bakery,1,0,1,0,0
6887,Bakery,1,0,0,0,1
6904,Bakery,1,0,1,0,0
6913,Bakery,1,0,1,0,0
6915,Bakery,0,1,0,0,0
6924,Bakery,0,0,1,0,0
6940,Bakery,0,0,1,0,0
6944,Bakery,1,0,1,0,1
6947,Bakery,0,0,1,0,0
6948,Bakery,0,0,0,0,0
6962,Bakery,1,1,1,0,0
6968,Bakery,0,1,1,0,0
6970,Bakery,0,0,0,0,0
6985,Bakery,0,0,0,0,0
6989,Bakery,1,0,0,0,0
6991,Bakery,1,0,0,0,0
6993,Bakery,0,0,1,0,0
6995,Bakery,1,1,1,0,0
7022,Bakery,1,1,1,0,0
7038,Bakery,0,0,0,0,1
7050,Bakery,1,1,1,0,0
7059,Bakery,0,0,0,0,0
7078,Bakery,0,0,1,0,0
7080,Bakery,1,0,0,0,0
7083,Bakery,1,0,1,0,0
7089,Bakery,1,1,1,0,0
7097,Bakery,0,0,1,0,1
7100,Bakery,1,0,1,0,0
7108,Bakery,0,0,0,1,1
7126,Bakery,1,1,1,0,0
7129,Bakery,1,0,0,0,0
7135,Bakery,1,1,0,0,0
7141,Bakery,1,1,1,0,0
7144,Bakery,1,0,1,1,0
7145,Bakery,1,1,0,0,0
7164,Bakery,1,0,0,0,0
