hh_id,Category,Loyal_HH_count,Price_Sensitive_count,Convenience_Leaning_count,Health_Conscious_count,Quality_Concerned_count
1535,Dairy,1,0,0,0,0
1540,Dairy,1,1,1,0,0
1544,Dairy,0,0,0,0,0
1550,Dairy,1,0,1,0,0
1556,Dairy,0,0,0,0,0
1570,Dairy,1,0,0,0,0
1581,Dairy,0,0,0,0,0
1615,Dairy,0,0,1,0,0
1628,Dairy,1,0,0,0,0
1647,Dairy,0,0,0,0,0
1648,Dairy,1,0,0,1,0
1650,Dairy,0,0,0,0,0
1653,Dairy,0,0,0,0,0
1654,Dairy,0,0,0,0,0
1673,Dairy,1,0,0,0,0
1680,Dairy,1,0,1,0,0
1705,Dairy,1,0,0,1,1
1711,Dairy,0,0,0,0,0
1720,Dairy,1,1,1,0,0
1722,Dairy,1,0,1,0,0
1724,Dairy,0,0,0,0,1
1736,Dairy,0,0,1,0,0
1745,Dairy,1,1,1,0,0
1758,Dairy,1,0,0,1,1
1766,Dairy,0,0,0,0,0
1768,Dairy,1,0,1,1,1
1780,Dairy,1,0,0,0,0
1781,Dairy,1,1,1,0,0
1783,Dairy,1,1,1,0,0
1813,Dairy,1,0,1,0,0
1820,Dairy,1,0,0,1,0
1826,Dairy,1,0,1,1,1
1854,Dairy,1,0,0,1,1
1860,Dairy,1,0,0,1,0
1878,Dairy,1,0,0,1,1
1880,Dairy,1,0,0,0,0
1883,Dairy,1,0,1,1,1
1901,Dairy,0,0,0,0,0
1915,Dairy,1,0,0,0,1
1922,Dairy,1,0,0,1,0
1924,Dairy,1,0,1,0,0
1925,Dairy,1,0,0,0,1
1936,Dairy,0,0,0,0,0
1941,Dairy,0,1,0,0,0
1968,Dairy,0,0,0,1,0
1973,Dairy,0,0,0,0,0
1999,Dairy,0,0,0,0,0
2004,Dairy,0,0,0,1,1
2025,Dairy,0,0,1,0,0
2038,Dairy,1,0,1,0,0
2041,Dairy,0,0,1,0,0
2043,Dairy,0,0,0,0,0
2044,Dairy,0,0,0,0,0
2049,Dairy,1,1,1,0,0
2057,Dairy,1,0,0,0,0
2060,Dairy,0,0,0,0,1
2071,Dairy,1,1,1,0,0
2084,Dairy,0,0,0,0,0
2091,Dairy,1,0,0,0,0
2092,Dairy,0,0,0,0,0
2111,Dairy,0,0,0,1,1
2117,Dairy,0,0,0,0,1
2118,Dairy,1,0,1,0,0
2120,Dairy,0,0,0,0,0
2139,Dairy,0,0,0,0,1
2140,Dairy,1,1,1,0,0
2158,Dairy,0,0,0,0,0
2181,Dairy,0,1,1,0,0
2183,Dairy,0,0,0,0,0
2184,Dairy,0,0,0,0,0
2210,Dairy,1,1,0,0,0
2213,Dairy,1,0,0,0,0
2222,Dairy,1,0,1,0,0
2228,Dairy,0,0,0,0,0
2230,Dairy,0,0,0,1,1
2248,Dairy,1,0,0,1,1
2257,Dairy,0,0,0,1,1
2262,Dairy,0,0,0,0,0
2264,Dairy,1,0,0,0,0
2268,Dairy,1,0,0,1,1
2271,Dairy,1,0,0,0,0
2285,Dairy,0,0,0,0,0
2298,Dairy,1,0,0,1,1
2303,Dairy,0,0,0,1,0
2304,Dairy,0,0,0,0,0
2306,Dairy,0,0,0,0,0
2310,Dairy,0,0,0,1,1
2319,Dairy,1,1,1,0,0
2326,Dairy,1,0,0,0,0
2328,Dairy,0,0,0,0,0
2342,Dairy,1,0,0,0,0
2372,Dairy,0,0,0,0,0
2392,Dairy,1,0,0,1,1
2426,Dairy,1,1,1,0,0
2431,Dairy,0,0,0,0,0
2439,Dairy,1,0,0,0,1
2460,Dairy,0,0,0,0,0
2469,Dairy,0,1,0,0,0
2478,Dairy,0,0,1,0,0
2513,Dairy,0,1,1,0,0
2519,Dairy,0,0,0,0,1
2528,Dairy,0,0,0,0,0
2532,Dairy,0,0,0,0,0
2552,Dairy,1,0,1,0,1
2578,Dairy,0,0,0,1,0
2590,Dairy,0,0,0,0,0
2592,Dairy,1,0,0,0,0
2596,Dairy,0,0,0,0,1
2617,Dairy,0,0,0,0,0
2631,Dairy,1,0,0,1,1
2670,Dairy,0,0,0,0,0
2696,Dairy,1,0,0,1,1
2699,Dairy,1,1,0,1,1
2708,Dairy,1,0,1,1,0
2719,Dairy,0,0,1,0,0
2723,Dairy,1,0,0,0,0
2739,Dairy,0,0,0,0,0
2753,Dairy,0,0,0,0,0
2754,Dairy,0,0,0,0,0
2773,Dairy,1,1,0,0,0
2827,Dairy,1,0,0,1,0
2833,Dairy,0,0,1,0,0
2834,Dairy,0,1,0,0,0
2844,Dairy,0,0,0,0,0
2853,Dairy,0,0,0,1,0
2903,Dairy,0,0,0,1,1
2904,Dairy,1,0,1,1,1
2907,Dairy,0,0,0,0,0
2925,Dairy,1,0,1,0,0
2962,Dairy,1,1,1,0,0
2995,Dairy,1,0,1,1,0
3025,Dairy,1,1,1,0,0
3030,Dairy,1,0,0,1,1
3031,Dairy,0,0,0,0,0
3044,Dairy,0,0,0,0,0
3051,Dairy,0,0,0,0,0
3062,Dairy,1,0,0,1,1
3069,Dairy,0,0,0,0,0
3083,Dairy,1,0,0,1,1
3085,Dairy,1,0,0,1,0
3107,Dairy,0,0,0,0,0
3109,Dairy,1,0,0,0,1
3112,Dairy,1,0,0,1,1
3127,Dairy,0,0,1,0,0
3156,Dairy,0,0,0,1,0
3165,Dairy,0,0,0,0,0
3174,Dairy,1,0,0,0,0
3193,Dairy,0,0,1,0,0
3198,Dairy,1,0,1,0,0
3206,Dairy,0,0,0,0,0
3234,Dairy,0,0,0,0,0
3242,Dairy,0,0,0,0,0
3244,Dairy,1,0,1,0,0
3248,Dairy,0,0,0,1,1
3284,Dairy,1,1,1,0,0
3287,Dairy,0,0,0,1,1
3296,Dairy,0,0,0,0,0
3297,Dairy,0,0,0,0,1
3314,Dairy,1,0,0,1,1
3316,Dairy,0,0,0,0,0
3327,Dairy,1,0,0,0,0
3343,Dairy,0,0,0,1,1
3346,Dairy,0,1,1,0,0
3352,Dairy,1,0,0,0,0
3376,Dairy,1,0,1,0,0
3381,Dairy,0,0,0,0,1
3388,Dairy,0,0,1,0,0
3414,Dairy,0,0,0,0,0
3417,Dairy,1,0,1,0,0
3431,Dairy,0,0,0,1,1
3432,Dairy,1,0,1,0,0
3437,Dairy,0,0,0,0,0
3456,Dairy,0,0,0,0,0
3473,Dairy,1,1,1,0,0
3475,Dairy,1,0,1,1,0
3492,Dairy,0,0,0,0,0
3511,Dairy,0,0,0,0,0
3517,Dairy,0,0,0,0,0
3522,Dairy,0,1,0,0,0
3561,Dairy,0,0,0,0,0
3562,Dairy,0,0,0,1,1
3564,Dairy,0,0,0,0,1
3571,Dairy,0,1,1,0,0
3593,Dairy,1,0,0,1,1
3597,Dairy,1,0,1,0,0
3615,Dairy,0,0,0,0,0
3626,Dairy,1,0,0,0,0
3629,Dairy,0,0,0,0,0
3647,Dairy,0,0,0,0,0
3648,Dairy,1,1,0,0,0
3678,Dairy,0,0,1,0,0
3679,Dairy,0,0,0,0,0
3696,Dairy,1,0,0,0,0
3702,Dairy,0,0,0,0,0
3712,Dairy,0,0,0,0,0
3723,Dairy,0,0,0,0,0
3734,Dairy,0,0,0,0,0
3735,Dairy,0,0,1,0,0
3739,Dairy,1,0,0,0,1
3742,Dairy,0,0,1,0,0
3760,Dairy,0,0,0,0,0
3770,Dairy,0,0,0,0,0
3771,Dairy,0,0,0,1,0
3772,Dairy,1,0,0,1,0
3776,Dairy,1,0,1,0,0
3804,Dairy,0,0,0,0,0
3809,Dairy,1,0,0,0,0
3813,Dairy,0,0,0,0,0
3821,Dairy,0,1,1,0,0
3831,Dairy,0,0,0,0,0
3843,Dairy,1,1,0,0,0
3847,Dairy,1,1,0,0,0
3867,Dairy,0,1,0,0,0
3891,Dairy,0,0,0,1,1
3904,Dairy,0,0,0,0,1
3907,Dairy,1,0,0,0,0
3938,Dairy,1,0,0,0,0
3953,Dairy,1,1,1,0,0
3964,Dairy,0,0,0,0,0
3969,Dairy,0,0,0,1,0
3971,Dairy,0,0,0,1,0
3972,Dairy,1,0,1,0,0
3975,Dairy,1,0,0,1,1
3981,Dairy,1,0,0,0,0
3983,Dairy,1,0,0,0,0
3984,Dairy,0,0,0,0,0
3993,Dairy,1,0,0,1,1
3996,Dairy,1,0,0,0,0
4041,Dairy,0,0,0,0,0
4054,Dairy,0,0,0,1,1
4064,Dairy,0,0,0,0,0
4067,Dairy,1,0,0,0,0
4068,Dairy,1,0,0,1,1
4074,Dairy,1,0,0,0,0
4083,Dairy,1,0,1,1,1
4084,Dairy,1,0,1,0,0
4087,Dairy,1,0,0,1,1
4088,Dairy,0,0,0,0,0
4091,Dairy,1,0,0,1,1
4116,Dairy,1,0,0,1,0
4121,Dairy,1,0,1,0,0
4124,Dairy,1,0,0,1,1
4132,Dairy,0,0,0,0,0
4138,Dairy,0,0,0,0,1
4142,Dairy,0,1,0,0,0
4178,Dairy,1,0,0,1,1
4186,Dairy,0,0,0,0,0
4192,Dairy,0,0,0,0,0
4195,Dairy,1,0,0,0,0
4208,Dairy,0,0,0,0,0
4224,Dairy,1,0,1,0,0
4228,Dairy,0,0,0,1,0
4236,Dairy,1,0,0,1,0
4241,Dairy,1,0,0,0,0
4263,Dairy,0,0,1,0,0
4270,Dairy,0,0,0,1,1
4280,Dairy,1,0,0,0,0
4282,Dairy,0,1,1,0,0
4300,Dairy,1,0,1,0,0
4303,Dairy,0,0,0,0,1
4311,Dairy,1,1,1,0,0
4335,Dairy,0,0,0,0,0
4341,Dairy,0,0,1,0,0
4349,Dairy,1,0,0,0,0
4357,Dairy,0,1,1,0,0
4358,Dairy,0,1,1,0,0
4368,Dairy,0,0,0,0,0
4375,Dairy,1,1,0,0,0
4383,Dairy,1,0,0,0,0
4387,Dairy,1,0,0,0,1
4397,Dairy,0,1,0,0,0
4402,Dairy,1,0,0,1,0
4404,Dairy,0,0,1,0,0
4413,Dairy,0,0,0,0,0
4419,Dairy,0,0,0,0,0
4430,Dairy,0,0,0,0,0
4441,Dairy,0,0,0,0,0
4450,Dairy,0,0,0,0,0
4465,Dairy,0,1,0,0,0
4471,Dairy,1,0,1,0,0
4472,Dairy,0,0,1,0,0
4477,Dairy,1,0,1,0,0
4490,Dairy,0,1,1,0,0
4508,Dairy,1,0,1,0,0
4525,Dairy,0,0,0,1,1
4540,Dairy,0,0,0,0,0
4547,Dairy,1,0,0,0,1
4553,Dairy,0,0,0,0,1
4554,Dairy,0,0,0,1,0
4566,Dairy,0,0,0,0,1
4573,Dairy,1,0,1,0,0
4574,Dairy,1,0,1,1,1
4584,Dairy,1,0,1,0,0
4593,Dairy,0,0,0,0,0
4614,Dairy,0,0,1,0,0
4625,Dairy,0,0,0,0,0
4649,Dairy,0,0,0,0,0
4679,Dairy,1,0,1,0,0
4681,Dairy,0,0,0,0,1
4688,Dairy,0,0,0,0,0
4706,Dairy,0,0,0,0,0
4715,Dairy,0,0,1,0,0
4721,Dairy,0,0,1,0,0
4738,Dairy,0,0,0,0,0
4742,Dairy,1,0,0,0,0
4747,Dairy,0,1,0,0,0
4752,Dairy,1,0,1,0,0
4754,Dairy,0,0,0,0,0
4767,Dairy,0,0,0,0,0
4769,Dairy,0,0,0,0,0
4783,Dairy,1,0,1,0,0
4788,Dairy,0,0,0,0,0
4793,Dairy,0,0,0,0,0
4797,Dairy,1,0,1,0,0
4806,Dairy,0,0,0,0,0
4819,Dairy,0,0,0,0,0
4834,Dairy,0,0,0,0,0
4888,Dairy,0,0,1,0,0
4913,Dairy,0,1,0,0,0
4924,Dairy,0,0,0,1,1
4926,Dairy,1,0,0,1,1
4929,Dairy,0,0,1,0,0
4934,Dairy,1,0,0,0,0
4937,Dairy,0,1,1,1,0
4955,Dairy,0,0,0,1,1
4962,Dairy,1,0,0,0,0
4964,Dairy,0,0,0,1,1
4967,Dairy,1,0,1,0,0
4981,Dairy,0,0,0,0,0
4985,Dairy,0,0,1,0,0
4989,Dairy,1,0,1,0,0
4991,Dairy,0,0,0,1,1
5003,Dairy,1,0,0,0,0
5008,Dairy,1,0,0,0,0
5015,Dairy,1,0,1,0,0
5017,Dairy,0,0,0,0,0
5019,Dairy,1,0,0,0,0
5021,Dairy,1,0,0,1,1
5030,Dairy,0,0,0,0,0
5034,Dairy,1,0,1,0,0
5042,Dairy,0,0,0,0,0
5051,Dairy,1,0,0,0,0
5054,Dairy,1,0,1,0,0
5087,Dairy,1,0,1,1,1
5100,Dairy,0,0,1,0,0
5102,Dairy,1,0,1,0,1
5119,Dairy,1,0,0,1,1
5123,Dairy,1,0,0,0,0
5127,Dairy,0,0,0,0,0
5130,Dairy,1,0,0,1,1
5140,Dairy,1,0,0,1,1
5141,Dairy,1,0,0,0,0
5143,Dairy,0,0,0,1,1
5144,Dairy,0,0,0,1,0
5194,Dairy,0,0,0,0,0
5208,Dairy,0,0,0,0,0
5243,Dairy,0,0,0,0,0
5249,Dairy,0,0,0,0,0
5250,Dairy,1,0,1,1,0
5262,Dairy,0,0,1,0,0
5266,Dairy,0,1,1,0,0
5270,Dairy,0,0,0,0,0
5297,Dairy,0,0,0,0,0
5299,Dairy,0,0,0,0,0
5317,Dairy,0,0,0,0,0
5326,Dairy,0,0,0,0,0
5327,Dairy,0,0,1,0,0
5335,Dairy,1,0,0,0,0
5339,Dairy,0,1,1,0,0
5344,Dairy,0,0,0,0,0
5396,Dairy,0,0,0,0,0
5399,Dairy,0,0,0,0,0
5409,Dairy,1,0,1,0,0
5433,Dairy,0,0,0,0,0
5453,Dairy,0,0,0,0,0
5455,Dairy,1,0,0,0,0
5457,Dairy,0,0,0,1,0
5485,Dairy,1,0,0,1,1
5508,Dairy,0,0,1,0,0
5510,Dairy,0,0,0,0,1
5555,Dairy,0,0,1,0,0
5564,Dairy,0,0,0,0,0
5583,Dairy,1,0,1,0,0
5600,Dairy,1,1,0,0,0
5602,Dairy,0,0,0,0,0
5603,Dairy,1,0,0,0,1
5634,Dairy,0,0,0,0,0
5643,Dairy,0,0,0,1,1
5661,Dairy,0,0,1,0,0
5678,Dairy,0,0,1,1,0
5684,Dairy,0,0,1,0,0
5685,Dairy,0,0,0,1,1
5687,Dairy,0,0,0,0,0
5692,Dairy,0,0,0,0,0
5696,Dairy,1,0,0,0,1
5708,Dairy,1,0,0,1,0
5713,Dairy,0,0,0,1,0
5716,Dairy,1,0,1,0,0
5721,Dairy,0,0,0,0,0
5722,Dairy,0,0,0,0,0
5730,Dairy,1,0,1,0,0
5736,Dairy,0,0,0,0,1
5743,Dairy,0,0,1,0,0
5744,Dairy,0,0,1,0,0
5751,Dairy,0,0,0,0,0
5777,Dairy,0,1,0,0,0
5818,Dairy,1,0,0,0,0
5821,Dairy,1,0,0,1,1
5824,Dairy,1,0,1,1,1
5825,Dairy,0,0,0,0,0
5828,Dairy,1,0,1,0,0
5830,Dairy,1,1,0,0,0
5848,Dairy,1,0,1,0,0
5854,Dairy,1,0,0,1,0
5859,Dairy,1,0,1,0,0
5862,Dairy,1,0,0,0,0
5873,Dairy,0,0,0,1,0
5876,Dairy,1,0,0,1,1
5883,Dairy,0,0,0,0,0
5889,Dairy,1,0,0,1,0
5894,Dairy,1,0,1,0,0
5898,Dairy,0,0,0,0,0
5903,Dairy,1,0,0,1,0
5908,Dairy,1,0,1,0,0
5910,Dairy,0,0,0,0,0
5925,Dairy,1,0,1,0,0
5926,Dairy,0,0,0,0,0
5944,Dairy,1,0,0,0,0
5947,Dairy,0,1,1,0,0
5950,Dairy,1,0,0,0,0
5959,Dairy,1,1,1,0,0
5976,Dairy,0,0,0,1,1
5991,Dairy,1,0,1,0,0
6005,Dairy,0,0,1,1,0
6028,Dairy,1,0,1,0,0
6035,Dairy,1,0,1,0,0
6055,Dairy,1,1,1,0,0
6057,Dairy,1,0,0,1,0
6059,Dairy,1,0,0,1,0
6076,Dairy,1,0,1,1,0
6081,Dairy,1,1,1,0,0
6088,Dairy,0,0,0,0,0
6096,Dairy,0,1,0,0,0
6100,Dairy,0,0,1,0,0
6101,Dairy,1,1,1,0,0
6108,Dairy,1,0,1,0,0
6113,Dairy,0,0,0,0,0
6129,Dairy,0,0,0,0,0
6139,Dairy,1,1,1,0,0
6150,Dairy,1,0,0,0,0
6159,Dairy,1,0,0,0,0
6161,Dairy,1,0,0,1,1
6212,Dairy,1,0,0,0,1
6230,Dairy,1,0,1,0,0
6231,Dairy,1,0,1,0,0
6236,Dairy,0,0,0,0,0
6238,Dairy,1,0,0,0,0
6258,Dairy,0,0,0,1,0
6259,Dairy,0,0,0,1,0
6268,Dairy,1,1,0,0,0
6274,Dairy,1,1,1,0,0
6285,Dairy,1,0,0,0,0
6286,Dairy,1,0,0,1,1
6288,Dairy,0,1,1,0,0
6290,Dairy,0,0,1,0,0
6291,Dairy,1,0,0,0,0
6293,Dairy,0,1,1,0,0
6298,Dairy,0,0,1,0,0
6303,Dairy,1,0,0,0,0
6309,Dairy,0,0,0,0,0
6311,Dairy,0,0,0,0,0
6317,Dairy,1,1,1,0,0
6331,Dairy,1,0,1,0,0
6336,Dairy,0,0,0,0,0
6352,Dairy,1,0,0,0,0
6354,Dairy,1,0,0,0,0
6372,Dairy,0,0,0,0,0
6373,Dairy,1,0,0,0,0
6381,Dairy,1,0,0,1,1
6382,Dairy,1,1,1,0,0
6383,Dairy,1,0,0,1,0
6394,Dairy,0,0,0,0,0
6432,Dairy,1,0,0,0,0
6446,Dairy,1,0,1,1,1
6462,Dairy,1,0,1,0,0
6479,Dairy,1,1,0,0,0
6489,Dairy,0,0,1,0,0
6495,Dairy,1,1,1,0,0
6517,Dairy,0,0,1,0,0
6520,Dairy,0,1,1,0,0
6535,Dairy,0,1,0,0,0
6538,Dairy,0,0,1,0,0
6556,Dairy,0,0,1,0,0
6560,Dairy,1,1,0,0,0
6569,Dairy,0,0,0,1,1
6593,Dairy,0,0,0,1,1
6595,Dairy,1,0,1,0,0
6607,Dairy,0,0,0,0,0
6622,Dairy,1,0,0,1,1
6632,Dairy,1,0,1,0,0
6633,Dairy,1,0,0,0,0
6637,Dairy,0,0,0,0,0
6649,Dairy,1,0,1,0,0
6654,Dairy,0,0,0,0,0
6657,Dairy,1,0,0,0,0
6672,Dairy,0,0,1,0,0
6678,Dairy,1,0,0,0,0
6685,Dairy,1,0,1,1,0
6694,Dairy,0,1,0,0,0
6707,Dairy,0,0,0,0,0
6709,Dairy,1,0,1,0,0
6735,Dairy,0,0,0,0,0
6741,Dairy,0,0,1,0,0
6755,Dairy,0,0,0,1,1
6769,Dairy,1,0,1,0,0
6778,Dairy,0,0,0,0,0
6784,Dairy,0,1,0,0,0
6792,Dairy,1,0,1,0,0
6805,Dairy,0,0,0,0,0
6820,Dairy,1,0,0,0,0
6830,Dairy,1,0,0,1,0
6846,Dairy,0,0,0,0,0
6853,Dairy,0,0,0,0,0
6862,Dairy,0,0,1,0,0
6869,Dairy,1,0,0,0,0
6889,Dairy,0,0,1,0,0
6902,Dairy,1,1,0,0,0
6909,Dairy,0,0,0,0,0
6910,Dairy,0,0,0,0,0
6928,Dairy,1,1,1,0,0
6945,Dairy,1,0,0,1,0
6950,Dairy,1,0,1,0,0
6953,Dairy,1,1,1,0,0
6959,Dairy,1,0,0,1,1
6964,Dairy,0,0,0,1,0
6969,Dairy,1,0,0,1,1
6982,Dairy,0,0,0,0,0
6993,Dairy,0,0,1,0,0
7003,Dairy,1,1,1,0,0
7007,Dairy,0,1,0,0,0
7029,Dairy,1,0,0,0,0
7039,Dairy,0,0,0,0,0
7048,Dairy,1,1,0,0,0
7058,Dairy,0,0,0,0,0
7069,Dairy,0,0,0,0,0
7076,Dairy,1,1,1,0,0
7082,Dairy,0,1,1,0,0
7085,Dairy,1,0,0,1,0
7097,Dairy,0,0,1,0,1
7103,Dairy,0,0,0,1,0
7113,Dairy,0,0,0,0,0
7120,Dairy,0,1,1,0,0
7124,Dairy,0,1,0,0,0
7125,Dairy,0,0,1,0,0
7138,Dairy,1,0,0,1,1
7144,Dairy,1,0,1,1,0
7153,Dairy,0,0,1,0,1
7162,Dairy,1,0,1,0,0
7170,Dairy,1,0,0,0,1
7176,Dairy,1,0,0,0,0
7178,Dairy,1,0,1,0,0
7185,Dairy,0,0,0,0,0
7210,Dairy,1,1,0,0,0
7224,Dairy,0,0,1,0,0
7261,Dairy,1,1,0,0,0
7275,Dairy,1,0,1,0,0
7292,Dairy,0,0,0,0,0
7299,Dairy,1,1,1,0,0
7307,Dairy,0,0,0,0,0
7316,Dairy,0,1,0,1,1
7319,Dairy,1,0,1,0,0
7332,Dairy,0,0,1,0,0
7336,Dairy,1,0,1,0,0
7352,Dairy,1,0,0,0,0
7374,Dairy,0,0,0,0,0
7380,Dairy,1,1,1,0,0
7384,Dairy,1,0,1,0,0
7386,Dairy,1,1,1,0,0
7388,Dairy,0,1,0,0,0
7396,Dairy,1,0,1,0,0
7403,Dairy,1,0,1,0,0
7407,Dairy,1,0,1,0,0
7412,Dairy,1,1,1,0,0
7414,Dairy,0,0,0,0,1
7416,Dairy,0,0,1,0,0
7417,Dairy,1,1,1,0,0
7428,Dairy,0,0,1,0,0
7429,Dairy,1,0,0,0,1
7431,Dairy,1,0,1,0,0
7442,Dairy,1,0,1,1,1
7455,Dairy,0,1,0,0,1
7491,Dairy,1,1,1,0,0
7499,Dairy,0,0,0,0,0
7501,Dairy,1,1,1,1,0
7514,Dairy,1,1,0,0,0
7516,Dairy,1,1,1,0,0
7517,Dairy,1,0,0,0,0
7520,Dairy,0,0,0,0,0
7536,Dairy,1,0,1,0,0
7557,Dairy,0,0,0,0,0
7562,Dairy,1,0,0,0,0
7567,Dairy,1,0,1,0,0
7591,Dairy,0,0,0,0,0
7595,Dairy,1,1,1,0,0
7599,Dairy,1,0,0,0,1
7614,Dairy,0,1,0,0,0
7621,Dairy,1,1,0,0,0
7625,Dairy,1,0,0,1,1
7638,Dairy,0,0,1,0,0
7647,Dairy,0,0,0,1,1
7662,Dairy,0,0,1,0,0
7685,Dairy,0,0,0,0,0
7713,Dairy,1,0,0,0,0
7716,Dairy,1,0,0,0,0
7728,Dairy,0,0,0,0,0
7738,Dairy,0,1,1,0,0
7754,Dairy,1,1,1,0,0
7759,Dairy,1,0,1,0,0
7760,Dairy,0,1,1,0,0
7773,Dairy,0,0,0,0,0
7777,Dairy,0,0,0,0,1
7783,Dairy,0,0,0,0,0
7786,Dairy,0,0,0,0,0
7790,Dairy,1,0,1,0,0
7803,Dairy,0,0,0,0,0
7807,Dairy,0,0,1,0,0
7826,Dairy,0,0,0,0,0
7828,Dairy,0,0,1,0,0
7833,Dairy,1,1,1,0,0
7844,Dairy,1,0,0,1,0
7845,Dairy,1,0,1,0,0
7851,Dairy,1,0,0,0,0
7852,Dairy,0,1,0,0,0
7854,Dairy,1,0,0,0,0
7857,Dairy,0,0,0,0,0
7858,Dairy,0,0,0,0,0
7871,Dairy,1,0,1,0,0
7877,Dairy,1,0,0,0,0
7917,Dairy,0,0,0,0,0
7919,Dairy,1,0,0,0,0
7931,Dairy,0,0,0,0,0
7938,Dairy,0,1,0,0,0
7955,Dairy,0,1,0,0,0
7992,Dairy,1,0,1,0,0
7996,Dairy,0,1,0,0,0
8010,Dairy,0,0,0,0,0
8020,Dairy,0,1,1,0,0
8031,Dairy,1,0,1,0,0
8042,Dairy,1,0,0,0,0
8048,Dairy,1,0,1,0,0
8058,Dairy,1,0,1,0,0
8072,Dairy,1,0,1,0,0
8083,Dairy,1,0,1,0,0
8089,Dairy,0,0,0,0,0
8098,Dairy,0,0,0,0,1
8103,Dairy,1,0,0,0,0
8109,Dairy,0,0,0,0,0
8117,Dairy,0,0,0,0,0
8130,Dairy,1,1,1,0,0
8172,Dairy,1,0,0,0,0
