hh_id,Category,Loyal_HH,Price_Sensitive,Convenience_Leaning_HH,Health_Conscious_HH,Quality_Concerned_HH
1498,Fruits & Vegetables,1,0,0,0,0
1500,Fruits & Vegetables,1,0,0,0,1
1509,Fruits & Vegetables,0,1,1,0,0
1525,Fruits & Vegetables,0,0,1,0,0
1530,Fruits & Vegetables,1,0,0,0,1
1545,Fruits & Vegetables,0,0,0,1,0
1563,Fruits & Vegetables,1,0,0,0,0
1568,Fruits & Vegetables,0,0,0,1,1
1581,Fruits & Vegetables,0,0,0,0,0
1582,Fruits & Vegetables,0,0,0,0,1
1612,Fruits & Vegetables,1,0,0,1,1
1615,Fruits & Vegetables,0,0,1,0,0
1617,Fruits & Vegetables,1,1,1,0,0
1630,Fruits & Vegetables,0,1,0,1,1
1637,Fruits & Vegetables,0,1,0,0,0
1643,Fruits & Vegetables,1,1,0,0,0
1647,Fruits & Vegetables,0,0,0,0,0
1650,Fruits & Vegetables,0,0,0,0,0
1672,Fruits & Vegetables,0,0,0,0,1
1673,Fruits & Vegetables,1,0,0,0,0
1695,Fruits & Vegetables,0,0,1,0,1
1699,Fruits & Vegetables,1,0,1,0,0
1703,Fruits & Vegetables,0,0,0,0,0
1707,Fruits & Vegetables,1,0,1,0,0
1716,Fruits & Vegetables,1,0,0,0,0
1725,Fruits & Vegetables,1,0,0,0,0
1728,Fruits & Vegetables,1,0,0,0,1
1729,Fruits & Vegetables,0,0,1,0,0
1730,Fruits & Vegetables,1,0,0,0,0
1738,Fruits & Vegetables,1,0,0,0,1
1744,Fruits & Vegetables,0,0,0,0,0
1748,Fruits & Vegetables,1,0,1,0,0
1760,Fruits & Vegetables,1,1,1,0,0
1761,Fruits & Vegetables,1,0,0,1,1
1764,Fruits & Vegetables,1,1,0,0,0
1776,Fruits & Vegetables,0,0,1,0,0
1777,Fruits & Vegetables,0,0,0,0,0
1778,Fruits & Vegetables,1,0,0,0,0
1780,Fruits & Vegetables,1,0,0,0,0
1788,Fruits & Vegetables,1,0,0,1,0
1791,Fruits & Vegetables,1,0,1,0,0
1805,Fruits & Vegetables,0,0,0,1,1
1814,Fruits & Vegetables,1,0,0,1,0
1824,Fruits & Vegetables,1,0,0,1,1
1828,Fruits & Vegetables,1,0,1,0,0
1833,Fruits & Vegetables,0,0,0,0,0
1836,Fruits & Vegetables,1,0,0,0,0
1844,Fruits & Vegetables,1,0,1,0,0
1852,Fruits & Vegetables,0,0,0,1,0
1859,Fruits & Vegetables,1,0,1,0,0
1861,Fruits & Vegetables,0,0,0,0,0
1874,Fruits & Vegetables,1,0,0,1,0
1884,Fruits & Vegetables,0,0,0,0,0
1894,Fruits & Vegetables,1,1,0,0,0
1896,Fruits & Vegetables,1,0,0,0,0
1903,Fruits & Vegetables,1,1,1,0,0
1918,Fruits & Vegetables,1,0,1,0,0
1922,Fruits & Vegetables,1,0,0,1,0
1924,Fruits & Vegetables,1,0,1,0,0
1932,Fruits & Vegetables,1,0,1,1,0
1933,Fruits & Vegetables,1,1,0,0,1
1934,Fruits & Vegetables,1,0,0,1,1
1935,Fruits & Vegetables,1,0,1,0,0
1954,Fruits & Vegetables,0,0,1,0,1
1957,Fruits & Vegetables,0,1,1,0,0
1961,Fruits & Vegetables,1,0,1,0,0
1963,Fruits & Vegetables,1,0,0,0,1
1992,Fruits & Vegetables,0,0,0,1,1
2009,Fruits & Vegetables,0,1,1,0,0
2012,Fruits & Vegetables,0,0,1,0,0
2037,Fruits & Vegetables,1,0,0,0,0
2046,Fruits & Vegetables,0,1,0,0,0
2047,Fruits & Vegetables,1,0,1,0,0
2053,Fruits & Vegetables,0,0,0,1,0
2057,Fruits & Vegetables,1,0,0,0,0
2060,Fruits & Vegetables,0,0,0,0,1
2061,Fruits & Vegetables,0,0,0,0,1
2079,Fruits & Vegetables,0,0,1,0,0
2082,Fruits & Vegetables,0,0,0,0,0
2086,Fruits & Vegetables,0,0,0,0,0
2098,Fruits & Vegetables,0,0,0,0,0
2104,Fruits & Vegetables,0,1,0,0,0
2114,Fruits & Vegetables,1,1,1,0,0
2118,Fruits & Vegetables,1,0,1,0,0
2120,Fruits & Vegetables,0,0,0,0,0
2133,Fruits & Vegetables,0,1,1,0,0
2136,Fruits & Vegetables,1,0,0,0,0
2139,Fruits & Vegetables,0,0,0,0,1
2153,Fruits & Vegetables,1,0,0,1,1
2156,Fruits & Vegetables,0,0,0,1,1
2167,Fruits & Vegetables,0,0,0,1,1
2186,Fruits & Vegetables,0,1,0,0,0
2189,Fruits & Vegetables,0,0,0,0,0
2192,Fruits & Vegetables,0,1,0,0,0
2198,Fruits & Vegetables,0,0,0,0,0
2200,Fruits & Vegetables,0,0,0,0,0
2206,Fruits & Vegetables,1,0,0,0,0
2207,Fruits & Vegetables,1,0,0,1,0
2208,Fruits & Vegetables,0,0,0,1,0
2213,Fruits & Vegetables,1,0,0,0,0
2226,Fruits & Vegetables,1,0,1,1,1
2249,Fruits & Vegetables,1,0,1,0,0
2266,Fruits & Vegetables,1,1,0,1,0
2278,Fruits & Vegetables,0,1,0,0,0
2293,Fruits & Vegetables,1,1,0,0,0
2307,Fruits & Vegetables,0,0,0,1,0
2311,Fruits & Vegetables,0,1,0,0,0
2323,Fruits & Vegetables,0,1,1,0,0
2328,Fruits & Vegetables,0,0,0,0,0
2329,Fruits & Vegetables,1,1,1,0,0
2336,Fruits & Vegetables,1,1,1,0,0
2338,Fruits & Vegetables,0,0,0,0,0
2340,Fruits & Vegetables,0,0,0,0,0
2347,Fruits & Vegetables,0,0,0,1,1
2348,Fruits & Vegetables,0,1,0,0,0
2355,Fruits & Vegetables,1,0,1,0,0
2357,Fruits & Vegetables,0,0,0,1,1
2362,Fruits & Vegetables,0,0,0,1,1
2367,Fruits & Vegetables,0,0,0,1,1
2371,Fruits & Vegetables,1,0,0,0,1
2382,Fruits & Vegetables,0,1,0,0,0
2384,Fruits & Vegetables,0,1,1,0,0
2390,Fruits & Vegetables,0,0,0,0,0
2394,Fruits & Vegetables,0,1,0,1,1
2396,Fruits & Vegetables,1,0,0,1,1
2412,Fruits & Vegetables,0,0,0,1,1
2426,Fruits & Vegetables,1,1,1,0,0
2432,Fruits & Vegetables,0,0,0,0,0
2449,Fruits & Vegetables,0,1,0,0,0
2457,Fruits & Vegetables,0,0,1,0,0
2464,Fruits & Vegetables,0,0,0,1,1
2482,Fruits & Vegetables,0,0,0,0,0
2490,Fruits & Vegetables,0,0,1,0,0
2496,Fruits & Vegetables,0,0,0,0,0
2499,Fruits & Vegetables,1,0,0,0,0
2500,Fruits & Vegetables,0,1,0,0,0
2501,Fruits & Vegetables,0,0,0,1,0
2508,Fruits & Vegetables,1,1,0,0,0
2518,Fruits & Vegetables,0,0,0,0,0
2536,Fruits & Vegetables,0,1,0,0,0
2540,Fruits & Vegetables,1,0,1,0,0
2543,Fruits & Vegetables,0,0,0,0,0
2544,Fruits & Vegetables,1,0,0,0,1
2550,Fruits & Vegetables,0,0,0,0,0
2553,Fruits & Vegetables,0,0,0,0,0
2559,Fruits & Vegetables,1,1,0,0,0
2563,Fruits & Vegetables,1,0,0,1,0
2565,Fruits & Vegetables,0,0,0,1,0
2569,Fruits & Vegetables,0,0,0,0,0
2578,Fruits & Vegetables,0,0,0,1,0
2582,Fruits & Vegetables,0,0,0,0,0
2586,Fruits & Vegetables,1,0,0,1,1
2588,Fruits & Vegetables,1,1,1,0,0
2590,Fruits & Vegetables,0,0,0,0,0
2594,Fruits & Vegetables,0,0,0,0,1
2604,Fruits & Vegetables,0,1,0,0,0
2619,Fruits & Vegetables,0,0,1,0,0
2620,Fruits & Vegetables,1,0,1,0,0
2622,Fruits & Vegetables,0,1,0,0,0
2630,Fruits & Vegetables,0,0,0,1,1
2648,Fruits & Vegetables,1,0,0,0,1
2670,Fruits & Vegetables,0,0,0,0,0
2672,Fruits & Vegetables,1,0,1,0,0
2675,Fruits & Vegetables,0,0,1,0,0
2676,Fruits & Vegetables,1,0,1,0,1
2687,Fruits & Vegetables,0,0,0,0,0
2689,Fruits & Vegetables,0,0,0,1,1
2694,Fruits & Vegetables,0,0,0,0,0
2696,Fruits & Vegetables,1,0,0,1,1
2702,Fruits & Vegetables,1,0,0,0,0
2705,Fruits & Vegetables,0,0,0,0,0
2707,Fruits & Vegetables,0,1,0,0,0
2708,Fruits & Vegetables,1,0,1,1,0
2726,Fruits & Vegetables,1,1,0,0,0
2743,Fruits & Vegetables,1,0,0,1,0
2746,Fruits & Vegetables,0,1,1,0,0
2749,Fruits & Vegetables,1,0,0,0,1
2768,Fruits & Vegetables,0,0,0,0,0
2772,Fruits & Vegetables,0,0,1,0,0
2777,Fruits & Vegetables,0,0,1,0,0
2779,Fruits & Vegetables,1,0,0,1,0
2782,Fruits & Vegetables,1,0,0,1,1
2790,Fruits & Vegetables,0,1,1,0,0
2816,Fruits & Vegetables,1,0,0,0,0
2824,Fruits & Vegetables,0,0,1,0,0
2825,Fruits & Vegetables,1,0,1,0,0
2835,Fruits & Vegetables,0,0,0,0,0
2860,Fruits & Vegetables,0,0,0,1,0
2861,Fruits & Vegetables,0,0,0,0,0
2862,Fruits & Vegetables,1,1,0,0,0
2880,Fruits & Vegetables,0,1,0,1,0
2881,Fruits & Vegetables,0,0,0,0,0
2885,Fruits & Vegetables,0,0,0,0,0
2945,Fruits & Vegetables,0,1,1,0,0
2946,Fruits & Vegetables,1,0,0,0,0
2947,Fruits & Vegetables,0,0,0,0,0
2963,Fruits & Vegetables,1,0,0,1,1
2973,Fruits & Vegetables,1,1,1,1,0
2975,Fruits & Vegetables,1,0,0,1,1
2987,Fruits & Vegetables,0,0,0,0,0
2994,Fruits & Vegetables,1,0,0,1,1
3000,Fruits & Vegetables,1,0,0,0,0
3002,Fruits & Vegetables,0,1,0,0,0
3034,Fruits & Vegetables,0,0,1,0,0
3038,Fruits & Vegetables,1,1,0,0,0
3061,Fruits & Vegetables,1,1,1,0,0
3066,Fruits & Vegetables,0,0,1,0,0
3075,Fruits & Vegetables,0,0,0,0,0
3078,Fruits & Vegetables,1,0,1,0,0
3093,Fruits & Vegetables,0,0,0,1,1
3095,Fruits & Vegetables,0,0,0,0,0
3098,Fruits & Vegetables,1,1,1,0,0
3101,Fruits & Vegetables,0,0,0,0,0
3106,Fruits & Vegetables,0,0,0,0,0
3113,Fruits & Vegetables,0,0,0,1,0
3118,Fruits & Vegetables,0,0,0,1,1
3122,Fruits & Vegetables,0,0,1,0,0
3123,Fruits & Vegetables,0,0,0,0,0
3127,Fruits & Vegetables,0,0,1,0,0
3128,Fruits & Vegetables,1,0,0,1,0
3133,Fruits & Vegetables,0,0,0,0,0
3136,Fruits & Vegetables,1,0,1,0,0
3149,Fruits & Vegetables,0,0,0,0,0
3154,Fruits & Vegetables,0,0,0,0,0
3155,Fruits & Vegetables,0,0,0,0,1
3180,Fruits & Vegetables,1,1,1,0,0
3187,Fruits & Vegetables,1,0,1,1,0
3196,Fruits & Vegetables,0,0,0,0,1
3220,Fruits & Vegetables,0,0,0,1,0
3223,Fruits & Vegetables,1,1,1,0,0
3224,Fruits & Vegetables,1,0,1,0,0
3238,Fruits & Vegetables,1,0,1,0,0
3247,Fruits & Vegetables,0,0,0,0,0
3251,Fruits & Vegetables,0,0,0,0,0
3254,Fruits & Vegetables,1,0,0,0,0
3277,Fruits & Vegetables,1,0,0,0,0
3280,Fruits & Vegetables,0,0,0,0,0
3296,Fruits & Vegetables,0,0,0,0,0
3305,Fruits & Vegetables,0,0,0,0,0
3308,Fruits & Vegetables,0,0,0,0,0
3311,Fruits & Vegetables,0,0,0,0,0
3321,Fruits & Vegetables,1,0,0,1,1
3324,Fruits & Vegetables,1,1,1,0,1
3333,Fruits & Vegetables,0,0,1,0,0
3335,Fruits & Vegetables,0,0,0,0,0
3341,Fruits & Vegetables,0,0,0,0,0
3345,Fruits & Vegetables,0,0,0,0,0
3352,Fruits & Vegetables,1,0,0,0,0
3357,Fruits & Vegetables,0,0,0,1,0
3376,Fruits & Vegetables,1,0,1,0,0
3379,Fruits & Vegetables,1,0,0,1,1
3384,Fruits & Vegetables,1,1,1,0,0
3385,Fruits & Vegetables,0,0,0,0,0
3386,Fruits & Vegetables,0,0,0,1,1
3389,Fruits & Vegetables,0,0,0,0,0
3392,Fruits & Vegetables,0,1,0,0,0
3398,Fruits & Vegetables,0,0,0,0,0
3402,Fruits & Vegetables,1,0,0,0,0
3416,Fruits & Vegetables,1,0,0,0,0
3423,Fruits & Vegetables,1,0,0,1,1
3424,Fruits & Vegetables,0,0,0,0,0
3433,Fruits & Vegetables,0,0,0,0,0
3452,Fruits & Vegetables,0,0,0,0,0
3462,Fruits & Vegetables,1,0,0,1,0
3467,Fruits & Vegetables,0,0,0,0,0
3473,Fruits & Vegetables,1,1,1,0,0
3483,Fruits & Vegetables,0,0,1,0,0
3485,Fruits & Vegetables,1,0,0,0,0
3490,Fruits & Vegetables,1,0,0,1,1
3494,Fruits & Vegetables,1,1,1,0,0
3496,Fruits & Vegetables,1,1,0,0,0
3503,Fruits & Vegetables,1,0,0,0,0
3508,Fruits & Vegetables,1,1,1,0,0
3509,Fruits & Vegetables,0,1,0,0,0
3517,Fruits & Vegetables,0,0,0,0,0
3518,Fruits & Vegetables,0,0,0,0,0
3524,Fruits & Vegetables,1,0,0,1,0
3527,Fruits & Vegetables,1,0,1,0,0
3532,Fruits & Vegetables,0,0,0,0,0
3534,Fruits & Vegetables,1,1,0,1,1
3550,Fruits & Vegetables,1,0,0,0,0
3555,Fruits & Vegetables,1,0,0,1,1
3567,Fruits & Vegetables,0,0,0,0,0
3570,Fruits & Vegetables,1,0,1,0,0
3583,Fruits & Vegetables,0,0,0,0,0
3584,Fruits & Vegetables,0,0,0,0,0
3587,Fruits & Vegetables,0,0,0,1,0
3592,Fruits & Vegetables,0,0,0,1,1
3594,Fruits & Vegetables,1,0,1,0,0
3605,Fruits & Vegetables,0,1,1,0,0
3617,Fruits & Vegetables,1,0,0,0,1
3619,Fruits & Vegetables,1,0,0,0,0
3626,Fruits & Vegetables,1,0,0,0,0
3627,Fruits & Vegetables,1,0,0,1,1
3628,Fruits & Vegetables,0,0,0,1,1
3655,Fruits & Vegetables,0,0,0,0,0
3661,Fruits & Vegetables,1,0,0,0,0
3664,Fruits & Vegetables,0,0,0,0,0
3678,Fruits & Vegetables,0,0,1,0,0
3699,Fruits & Vegetables,1,0,0,1,0
3704,Fruits & Vegetables,0,0,0,1,1
3705,Fruits & Vegetables,1,1,1,0,0
3711,Fruits & Vegetables,1,0,1,0,1
3712,Fruits & Vegetables,0,0,0,0,0
3721,Fruits & Vegetables,1,1,1,1,1
3723,Fruits & Vegetables,0,0,0,0,0
3731,Fruits & Vegetables,0,0,0,0,0
3732,Fruits & Vegetables,0,0,0,0,1
3736,Fruits & Vegetables,1,1,1,0,0
3739,Fruits & Vegetables,1,0,0,0,1
3742,Fruits & Vegetables,0,0,1,0,0
3746,Fruits & Vegetables,0,0,0,1,0
3754,Fruits & Vegetables,0,0,0,1,1
3756,Fruits & Vegetables,0,0,1,0,0
3760,Fruits & Vegetables,0,0,0,0,0
3761,Fruits & Vegetables,1,0,1,0,0
3762,Fruits & Vegetables,1,0,0,1,0
3772,Fruits & Vegetables,1,0,0,1,0
3775,Fruits & Vegetables,1,1,1,0,0
3783,Fruits & Vegetables,0,0,0,0,0
3791,Fruits & Vegetables,0,0,0,0,1
3797,Fruits & Vegetables,0,0,0,0,0
3811,Fruits & Vegetables,1,0,1,0,0
3816,Fruits & Vegetables,1,0,0,1,0
3818,Fruits & Vegetables,1,0,0,0,0
3832,Fruits & Vegetables,1,1,1,0,0
3849,Fruits & Vegetables,0,0,0,0,0
3860,Fruits & Vegetables,0,0,0,0,0
3873,Fruits & Vegetables,0,0,0,0,0
3875,Fruits & Vegetables,1,0,0,1,0
3892,Fruits & Vegetables,0,0,1,0,0
3901,Fruits & Vegetables,0,0,0,1,0
3915,Fruits & Vegetables,1,0,0,0,0
3922,Fruits & Vegetables,1,0,0,1,0
3929,Fruits & Vegetables,0,0,0,1,1
3933,Fruits & Vegetables,1,0,0,0,0
3942,Fruits & Vegetables,1,0,0,0,1
3944,Fruits & Vegetables,0,0,0,1,0
3960,Fruits & Vegetables,1,0,0,0,0
3983,Fruits & Vegetables,1,0,0,0,0
3986,Fruits & Vegetables,0,0,1,0,0
4001,Fruits & Vegetables,1,1,1,0,0
4004,Fruits & Vegetables,0,1,0,1,1
4010,Fruits & Vegetables,0,0,0,0,0
4014,Fruits & Vegetables,1,0,0,0,0
4021,Fruits & Vegetables,1,0,0,0,0
4024,Fruits & Vegetables,1,1,1,0,0
4035,Fruits & Vegetables,1,0,0,0,0
4036,Fruits & Vegetables,1,1,0,0,0
4040,Fruits & Vegetables,0,0,0,0,0
4043,Fruits & Vegetables,1,0,0,0,1
4050,Fruits & Vegetables,0,0,0,1,1
4052,Fruits & Vegetables,0,0,0,0,1
4058,Fruits & Vegetables,1,1,1,0,0
4066,Fruits & Vegetables,0,0,0,0,0
4075,Fruits & Vegetables,1,1,0,0,0
4076,Fruits & Vegetables,0,1,0,0,0
4081,Fruits & Vegetables,1,0,0,0,0
4083,Fruits & Vegetables,1,0,1,1,1
4089,Fruits & Vegetables,1,1,1,0,0
4092,Fruits & Vegetables,1,0,1,0,0
4095,Fruits & Vegetables,0,0,0,0,0
4097,Fruits & Vegetables,1,0,0,0,0
4109,Fruits & Vegetables,0,0,0,0,0
4110,Fruits & Vegetables,0,0,0,0,0
